user_id,session_id,timestamp,profession,tool,use_case,iterations,prompt_complexity,quality_with_ai,quality_without_ai,productivity_gain,final_quality_label,confidence_with_ai,confidence_without_ai,overreliance_score,learning_loss,hallucination_flag,failure_type,ease_of_use,ui_complexity,requires_login,subscription_type,session_length,deadline_pressure
29865,124968,2024-12-27 01:19:32,Civil Engineer,Notion AI,Video Creation,1,low,6.5,5.9943192917734045,5.06,medium,6,7,6.82,1,1,hallucination,6,low,1,free,35,medium
22982,41382,2024-02-02 21:58:35,Police Officer,Cursor AI,Email Drafting,2,low,7.0,4.976302194815811,20.24,medium,6,5,3.0,0,0,none,5,medium,1,freemium,32,high
30117,41714,2023-05-20 17:44:13,Mechanical Engineer,Synthesia,Data Analysis,1,low,6.5,3.5706922640188297,29.29,medium,5,3,3.19,1,0,none,7,medium,0,paid,51,low
37354,185946,2023-02-26 23:12:40,Content Creator,Claude,Business Strategy,3,medium,7.5,5.9570883159829675,15.43,medium,7,6,6.25,0,1,irrelevant,5,low,1,paid,26,high
44884,51522,2023-08-22 07:20:12,Student,Replit Ghostwriter,Data Analysis,6,medium,9.0,5.5396677759425135,34.6,high,9,4,3.52,0,0,none,10,low,0,freemium,5,low
16821,106245,2023-08-26 13:30:47,Interior Designer,AutoGPT,Code Generation,2,high,7.0,6.954404298898096,0.46,medium,7,5,5.92,1,0,none,7,medium,0,freemium,13,low
40279,33804,2023-10-31 05:55:28,Civil Engineer,Cursor AI,Image Generation,3,medium,7.5,5.718403124033148,17.82,medium,7,6,5.11,0,0,none,10,low,0,free,43,low
14501,145092,2023-04-15 01:06:43,HR Manager,Grammarly AI,Presentation Creation,3,low,7.5,4.455072416348086,30.45,medium,7,4,8.17,0,1,hallucination,6,low,0,free,46,high
15142,20659,2023-02-11 23:03:37,Consultant,Runway AI,Research Summary,6,high,9.0,4.863660112847048,41.36,high,9,5,8.82,0,1,irrelevant,6,low,0,free,44,high
16357,76858,2024-10-14 16:07:16,Business Analyst,Cursor AI,Email Drafting,2,low,7.0,6.738496043499445,2.62,medium,7,5,8.63,1,1,irrelevant,10,high,0,freemium,33,medium
15774,91495,2024-10-07 02:29:57,Journalist,Claude,Essay Writing,3,high,7.5,6.5955340269919684,9.04,medium,6,5,7.34,0,0,none,9,medium,0,paid,46,medium
33025,31163,2024-12-13 00:45:44,Marketing Manager,Cursor AI,Blog Writing,1,high,6.5,3.3162490020239463,31.84,medium,7,2,5.27,0,0,none,10,high,1,freemium,52,medium
2540,72079,2024-02-20 12:07:17,Civil Engineer,Synthesia,Medical Notes,5,medium,8.5,4.415345486070838,40.85,high,8,4,7.99,0,1,incomplete,9,medium,0,freemium,56,high
4756,123167,2024-08-04 22:09:55,Civil Engineer,ChatGPT,Code Debugging,2,medium,7.0,5.6431518026908325,13.57,medium,6,6,8.79,1,0,none,6,low,0,paid,20,low
22433,158345,2023-05-13 03:18:22,Marketing Manager,Canva AI,Essay Writing,2,medium,7.0,3.8039023095556277,31.96,medium,7,2,4.61,0,1,hallucination,10,low,1,paid,11,high
40592,8455,2023-01-19 14:39:53,Interior Designer,Midjourney,Exam Preparation,6,low,9.0,4.877273215064785,41.23,high,8,3,8.52,1,1,irrelevant,9,low,0,paid,5,low
12971,108965,2024-05-18 20:36:57,Entrepreneur,Runway AI,Legal Drafting,5,medium,8.5,4.008967719256894,44.91,high,8,4,6.42,0,1,incomplete,7,high,1,freemium,44,low
27768,65359,2023-10-28 05:13:48,Interior Designer,Gemini,Data Analysis,6,medium,9.0,6.070989198064372,29.29,high,9,6,3.32,1,0,none,8,low,0,freemium,18,high
37418,158195,2024-11-16 03:48:29,Sales Executive,Perplexity AI,Data Analysis,4,high,8.0,5.0278106923354935,29.72,high,7,4,6.12,1,0,none,8,high,1,freemium,58,high
29143,193836,2024-09-07 05:35:59,Journalist,Gemini,Data Analysis,1,low,6.5,6.323825565249036,1.76,medium,6,5,7.98,1,1,hallucination,7,low,1,free,53,medium
11259,158791,2023-05-09 03:35:38,Marketing Manager,Claude,Marketing Copy,2,medium,7.0,5.872634204552835,11.27,medium,7,5,6.25,1,0,none,8,medium,0,freemium,10,low
12462,32057,2024-10-28 16:10:13,Accountant,Canva AI,Medical Notes,2,medium,7.0,5.4670191384942255,15.33,medium,6,4,3.79,1,1,incomplete,10,medium,0,freemium,9,high
16493,91154,2024-02-05 07:22:14,Researcher,Grammarly AI,Code Debugging,5,medium,8.5,3.579511059870772,49.2,high,7,4,7.84,1,0,none,9,high,0,paid,35,low
20548,83134,2023-01-24 13:49:50,Architect,Runway AI,Video Creation,6,low,9.0,5.150759251099375,38.49,high,9,6,6.91,1,0,none,7,high,1,freemium,57,medium
32605,188101,2023-07-16 01:28:13,Software Developer,Claude,Code Debugging,4,medium,8.0,6.146233797115923,18.54,high,7,5,6.0,0,1,hallucination,6,medium,1,freemium,7,low
32064,172574,2023-06-15 04:46:23,Journalist,Perplexity AI,Essay Writing,1,medium,6.5,5.497863625701157,10.02,medium,7,6,3.18,1,0,none,5,medium,0,paid,9,high
15521,141952,2024-10-08 11:45:15,Civil Engineer,AutoGPT,Business Strategy,6,medium,9.0,5.935678393720314,30.64,high,8,6,7.96,0,1,incomplete,9,high,1,freemium,28,low
35257,86070,2023-06-21 07:06:30,Mechanical Engineer,Perplexity AI,Code Generation,5,medium,8.5,5.694804854843196,28.05,high,7,6,7.66,0,0,none,10,medium,1,freemium,51,high
28574,88934,2023-01-14 21:25:13,HR Manager,Runway AI,Video Creation,1,medium,6.5,6.354994792691523,1.45,medium,6,6,3.58,0,1,incomplete,10,low,1,freemium,58,medium
39974,145400,2024-03-02 00:46:52,Professor,Perplexity AI,Presentation Creation,4,high,8.0,5.57769471510054,24.22,high,7,5,8.9,0,0,none,9,low,1,freemium,9,medium
37504,153998,2024-11-03 18:51:58,Entrepreneur,Synthesia,Marketing Copy,3,low,7.5,4.057301759947272,34.43,medium,6,4,7.39,1,1,irrelevant,8,medium,0,paid,33,low
11918,124445,2024-10-19 03:34:38,Nurse,Replit Ghostwriter,Presentation Creation,5,high,8.5,5.295033452783304,32.05,high,9,6,6.35,1,1,incomplete,8,low,0,paid,43,high
13832,171945,2023-12-05 05:11:04,Architect,Claude,Business Strategy,3,high,7.5,3.4816307958896715,40.18,medium,7,2,8.79,0,1,irrelevant,9,high,1,free,22,medium
10596,99369,2023-05-01 13:16:09,Military Officer,Synthesia,Video Creation,3,high,7.5,3.079266182030396,44.21,medium,6,4,6.39,0,0,none,8,low,0,freemium,20,high
38998,30639,2024-12-20 04:12:06,HR Manager,GitHub Copilot,UI Design,3,high,7.5,3.3398169901780053,41.6,medium,7,4,4.89,0,1,hallucination,9,high,1,paid,51,low
41598,44348,2024-03-28 07:43:17,Doctor,Canva AI,UI Design,5,high,8.5,5.852914764857001,26.47,high,8,7,4.99,1,0,none,7,medium,0,free,5,low
35707,46912,2024-10-06 14:04:24,Entrepreneur,Grammarly AI,Essay Writing,4,high,10.0,6.824075632798047,31.76,high,10,5,3.01,0,0,none,7,high,1,free,9,low
42706,40938,2024-11-05 05:09:59,Civil Engineer,Replit Ghostwriter,Data Analysis,6,medium,9.0,4.027064663954256,49.73,high,9,4,8.49,1,0,none,6,high,1,free,23,low
5080,188696,2023-07-16 22:31:27,Lawyer,Notion AI,Video Creation,1,medium,6.5,6.793838205787189,-2.94,medium,6,5,5.32,0,0,none,10,high,0,free,25,low
27920,144022,2023-12-12 16:34:04,Military Officer,Runway AI,Marketing Copy,2,high,7.0,4.221669726808537,27.78,medium,7,5,7.13,1,0,none,10,medium,1,freemium,8,high
15298,16686,2023-07-16 21:44:16,Marketing Manager,Claude,Research Summary,6,medium,9.0,6.7838175774240925,22.16,high,9,6,5.36,1,1,irrelevant,9,low,1,free,7,high
42576,176732,2024-09-20 12:04:49,Nurse,Pictory,Resume Building,4,low,8.0,3.6962491184772714,43.04,high,7,5,3.6,1,0,none,8,high,0,freemium,12,medium
35932,83610,2024-04-15 08:02:58,Software Developer,Claude,Code Debugging,3,high,7.5,6.641467440650688,8.59,medium,8,5,8.3,1,1,hallucination,10,high,0,paid,33,low
10431,25627,2023-05-11 01:01:42,Sales Executive,ChatGPT,Legal Drafting,5,low,8.5,3.3637212688904183,51.36,high,7,3,6.66,0,1,hallucination,9,high,1,free,51,high
38386,114187,2023-11-20 13:42:59,Teacher,Notion AI,Code Debugging,2,high,7.0,6.901296902083473,0.99,medium,6,6,3.93,0,0,none,6,high,0,paid,5,low
34677,100819,2024-01-01 17:34:32,HR Manager,Synthesia,Image Generation,2,low,7.0,6.119631332689858,8.8,medium,6,5,5.54,1,0,none,10,low,0,free,46,low
29035,126794,2024-06-30 15:20:22,Researcher,Pictory,Email Drafting,3,low,7.5,6.461795681815746,10.38,medium,7,7,7.14,1,0,none,5,low,0,free,21,low
39499,176634,2024-07-16 04:04:16,Judge,Claude,Legal Drafting,1,medium,6.5,6.465858442926162,0.34,medium,7,6,5.27,0,1,hallucination,10,low,0,paid,28,high
36956,98260,2023-02-12 13:15:23,Teacher,ChatGPT,Image Generation,1,medium,6.5,4.196734791710206,23.03,medium,6,4,3.49,0,0,none,6,high,1,free,18,medium
14492,126542,2023-07-02 18:06:00,Business Analyst,ChatGPT,Business Strategy,4,high,8.0,3.2760427451345637,47.24,high,7,4,8.56,0,0,none,5,low,0,paid,17,low
11754,113840,2023-07-15 11:10:46,Student,ChatGPT,Research Summary,4,medium,8.0,6.616967211286722,13.83,high,7,6,8.16,1,0,none,6,low,1,paid,47,medium
34159,94840,2023-08-01 20:56:54,Content Creator,ChatGPT,Image Generation,4,low,8.0,6.931747658771862,10.68,high,8,7,4.14,0,0,none,7,medium,0,freemium,43,low
36558,62681,2023-09-22 06:52:58,HR Manager,Pictory,Resume Building,1,high,6.5,5.313328312860856,11.87,medium,7,4,6.59,1,1,hallucination,9,medium,1,freemium,13,low
18286,34212,2023-12-15 07:18:34,Content Creator,Replit Ghostwriter,Presentation Creation,6,high,9.0,4.603519033814296,43.96,high,9,4,8.78,1,0,none,5,low,1,free,26,medium
24652,34662,2023-09-30 05:08:51,Video Editor,Pictory,Image Generation,4,medium,8.0,4.7311049570498795,32.69,high,8,3,3.9,0,0,none,7,low,0,freemium,36,high
4896,122543,2024-09-15 00:49:30,Interior Designer,AutoGPT,Video Creation,6,low,9.0,5.313674355062689,36.86,high,9,6,3.03,1,1,hallucination,7,high,1,freemium,27,low
34108,13281,2023-08-01 17:18:30,Teacher,AutoGPT,Resume Building,1,low,6.5,3.5486173170631417,29.51,medium,6,3,3.19,0,0,none,7,medium,0,freemium,56,medium
24821,105169,2023-05-18 15:22:14,Professor,GitHub Copilot,Code Generation,6,medium,10.0,6.8339775596420065,31.66,high,9,6,7.36,1,0,none,10,medium,0,free,7,high
41436,148219,2023-01-15 22:58:11,Software Developer,Pictory,Business Strategy,5,low,8.5,5.302457540931415,31.98,high,7,6,4.02,0,1,irrelevant,5,high,1,paid,7,medium
26281,111605,2024-05-06 13:57:55,Student,Cursor AI,UI Design,5,high,8.5,3.5058796116173196,49.94,high,9,3,7.17,1,0,none,5,high,1,paid,26,medium
2339,194439,2023-02-07 20:13:36,Teacher,Canva AI,Image Generation,2,high,7.0,3.028798192777546,39.71,medium,7,3,8.4,1,0,none,7,low,0,free,60,low
1903,117169,2024-09-09 16:52:05,Sales Executive,ChatGPT,Exam Preparation,1,medium,6.5,6.867070655749173,-3.67,medium,6,7,3.27,1,1,incomplete,10,high,0,free,8,high
37269,54160,2024-11-09 21:17:14,Civil Engineer,Notion AI,Image Generation,6,medium,9.0,3.4912291626073815,55.09,high,9,4,8.69,1,0,none,9,high,1,free,37,medium
25057,149193,2023-05-19 00:00:30,Lawyer,Replit Ghostwriter,Code Debugging,2,medium,7.0,3.451261065066602,35.49,medium,7,3,5.77,1,0,none,8,low,0,paid,30,low
48822,36893,2023-11-06 04:00:43,Data Scientist,DALL-E,UI Design,3,medium,7.5,3.4075400752493494,40.92,medium,7,4,5.47,1,0,none,6,medium,1,freemium,41,medium
30150,143112,2024-09-23 01:25:40,Graphic Designer,Midjourney,Blog Writing,6,high,9.0,4.854776602870857,41.45,high,8,5,4.95,0,1,irrelevant,8,high,1,paid,10,low
18110,47466,2023-08-13 09:50:19,Content Creator,ChatGPT,Code Debugging,4,medium,8.0,5.327482732190173,26.73,high,7,5,3.65,0,0,none,6,low,0,freemium,51,medium
14707,134288,2024-03-05 13:24:15,Electrical Engineer,Cursor AI,Medical Notes,2,high,7.0,6.373929456063447,6.26,medium,7,6,3.59,0,0,none,5,low,0,paid,5,low
11495,26103,2023-09-09 15:01:57,Civil Engineer,Midjourney,Resume Building,5,low,8.5,6.1358042924581095,23.64,high,8,5,6.33,0,0,none,9,low,1,paid,60,medium
20251,167793,2023-12-17 15:09:55,Accountant,Replit Ghostwriter,Learning New Topic,5,high,8.5,3.8642772431468058,46.36,high,7,2,6.0,1,0,none,10,high,1,free,34,low
4300,34975,2023-06-13 06:25:28,Marketing Manager,Perplexity AI,Code Debugging,1,medium,6.5,6.980831735206923,-4.81,medium,5,6,6.55,1,1,incomplete,8,low,1,paid,45,low
17393,128246,2024-12-28 15:29:37,Professor,Midjourney,Research Summary,5,low,8.5,5.486973881503904,30.13,high,8,6,8.71,1,0,none,8,medium,1,free,40,medium
39190,69066,2024-05-25 20:47:27,Data Scientist,Notion AI,Image Generation,3,medium,7.5,6.789086947350525,7.11,medium,8,6,6.06,1,0,none,8,low,1,freemium,45,high
30999,88452,2023-08-02 09:14:27,Accountant,Gemini,Exam Preparation,6,medium,9.0,4.248435587022806,47.52,high,8,3,8.89,0,0,none,5,medium,0,paid,39,medium
39875,192843,2024-04-20 22:41:05,YouTuber,GitHub Copilot,Resume Building,2,high,7.0,3.0022902399863374,39.98,medium,7,2,5.27,0,0,none,5,high,1,paid,58,low
35498,140020,2024-08-17 23:28:52,Consultant,DALL-E,Essay Writing,4,low,8.0,5.9115113533316475,20.88,high,8,4,4.19,0,1,irrelevant,9,medium,0,freemium,27,low
31696,187340,2023-07-10 14:47:49,Police Officer,Midjourney,Email Drafting,1,medium,6.5,3.3149979661761355,31.85,medium,6,3,4.7,0,0,none,9,low,0,free,51,high
15994,1171,2023-04-20 01:49:25,Scientist,Replit Ghostwriter,Exam Preparation,6,high,9.0,4.657508951846436,43.42,high,8,4,7.69,0,1,incomplete,9,high,0,free,55,high
9670,61491,2023-09-21 04:42:37,Military Officer,Grammarly AI,Resume Building,1,medium,6.5,3.7186802137726365,27.81,medium,7,3,5.33,0,0,none,8,low,0,freemium,34,high
19916,185900,2023-10-15 14:13:56,Architect,Gemini,Blog Writing,3,medium,10.0,5.879542035722233,41.2,high,9,5,3.91,1,0,none,9,low,0,freemium,25,high
42586,56078,2024-02-22 14:24:01,Interior Designer,Notion AI,Email Drafting,4,medium,8.0,3.269585785747111,47.3,high,7,4,5.06,1,1,hallucination,10,high,1,paid,13,high
19409,152215,2024-05-13 20:34:19,Mechanical Engineer,Claude,Resume Building,3,high,7.5,4.70488636222796,27.95,medium,8,6,5.54,1,1,incomplete,6,high,1,paid,23,low
12833,138383,2024-11-05 18:38:15,Student,Notion AI,Data Analysis,6,high,9.0,4.9065857930620815,40.93,high,8,4,5.13,0,0,none,10,medium,0,free,22,medium
46601,192001,2024-05-21 21:52:06,HR Manager,Pictory,Blog Writing,3,high,7.5,4.411221459252317,30.89,medium,8,2,5.52,0,0,none,5,low,1,free,43,high
26202,46685,2024-09-08 05:01:21,HR Manager,DALL-E,Resume Building,3,medium,7.5,3.5842260946952025,39.16,medium,7,4,6.73,1,0,none,5,low,0,freemium,44,low
1911,168805,2023-09-30 17:04:37,Interior Designer,Canva AI,Legal Drafting,1,low,6.5,5.797811499202513,7.02,medium,7,5,5.56,1,0,none,6,low,1,free,17,low
23063,38447,2023-03-25 10:04:27,Consultant,Runway AI,Code Debugging,1,low,6.5,3.7355684841677252,27.64,medium,7,3,6.56,1,0,none,8,high,1,free,49,low
34872,84736,2023-06-22 12:24:47,Student,Replit Ghostwriter,Video Creation,5,low,8.5,4.4769005375033295,40.23,high,8,3,3.62,1,0,none,10,high,1,paid,36,high
24825,90753,2024-01-30 18:23:33,Electrical Engineer,Perplexity AI,Code Generation,1,high,6.5,6.121478373000127,3.79,medium,7,5,8.8,0,1,hallucination,5,high,0,paid,7,medium
4871,29212,2024-05-12 22:15:54,Lawyer,Perplexity AI,Image Generation,5,medium,8.5,3.9953670554367235,45.05,high,8,4,3.1,0,0,none,8,high,0,freemium,20,low
48517,153646,2024-04-29 02:21:24,Accountant,Grammarly AI,Learning New Topic,3,high,7.5,6.695936525818897,8.04,medium,8,6,7.74,0,1,hallucination,9,high,0,free,13,low
19396,163718,2023-09-12 20:13:59,Graphic Designer,Runway AI,Legal Drafting,6,medium,9.0,3.4595814196224657,55.4,high,8,4,4.71,1,1,irrelevant,5,high,0,paid,59,medium
35423,161386,2023-12-01 06:19:30,Marketing Manager,Pictory,Legal Drafting,5,medium,8.5,3.641019608717484,48.59,high,7,3,5.38,0,0,none,10,high,1,paid,31,medium
36972,67671,2024-09-06 15:21:35,Accountant,Replit Ghostwriter,Resume Building,6,medium,9.0,5.477952469098916,35.22,high,9,5,6.43,1,1,irrelevant,6,medium,1,freemium,43,low
32010,107463,2023-06-05 09:01:54,Military Officer,Synthesia,Presentation Creation,6,high,9.0,5.418345402266428,35.82,high,9,4,7.16,1,1,incomplete,9,high,0,freemium,45,high
34677,64459,2024-12-27 18:02:33,HR Manager,GitHub Copilot,Data Analysis,5,low,8.5,6.093108005879648,24.07,high,8,7,3.52,0,0,none,7,medium,1,freemium,41,high
44046,34647,2024-07-03 22:30:54,Mechanical Engineer,Perplexity AI,Learning New Topic,3,high,7.5,3.7303167784138673,37.7,medium,7,4,8.81,1,1,irrelevant,5,high,1,paid,49,high
30881,63649,2024-01-07 00:02:18,Mechanical Engineer,Claude,Video Creation,1,high,6.5,3.761141597784699,27.39,medium,5,4,4.76,0,0,none,6,medium,1,paid,43,high
49538,84128,2024-02-24 21:36:12,Teacher,Claude,Code Generation,5,low,8.5,6.044758637306297,24.55,high,8,4,7.41,1,0,none,8,high,0,free,48,high
14897,175653,2023-05-17 10:21:58,Scientist,Midjourney,Code Generation,1,high,6.5,4.722090967128823,17.78,medium,7,5,7.25,0,0,none,9,high,1,free,56,high
11634,162103,2023-07-31 10:32:52,Mechanical Engineer,Perplexity AI,Medical Notes,3,low,7.5,6.909648974234356,5.9,medium,7,6,8.35,0,0,none,8,high,1,freemium,40,high
22424,1382,2023-05-30 10:41:19,Student,Canva AI,Essay Writing,6,high,9.0,4.778897910612971,42.21,high,8,5,6.98,0,0,none,5,medium,0,paid,55,low
34288,126867,2023-10-25 20:17:44,Pharmacist,GitHub Copilot,Marketing Copy,6,low,9.0,3.124644865085462,58.75,high,8,3,8.15,0,0,none,7,high,0,free,17,high
45532,42784,2024-07-14 17:12:31,Sales Executive,Cursor AI,UI Design,2,low,7.0,3.0548830098737216,39.45,medium,6,1,8.03,1,0,none,7,medium,0,paid,57,low
42483,161058,2023-12-30 14:56:45,Student,Claude,Learning New Topic,2,medium,7.0,6.549986840063232,4.5,medium,7,7,4.06,0,0,none,8,high,1,freemium,22,high
1727,75451,2024-09-13 07:33:14,Video Editor,GitHub Copilot,Resume Building,1,medium,6.5,6.24146481763652,2.59,medium,6,6,8.58,1,0,none,7,high,0,free,25,low
36219,132313,2023-10-05 02:12:31,Accountant,Pictory,Email Drafting,3,medium,7.5,4.772515646013005,27.27,medium,8,5,6.38,0,0,none,7,medium,1,freemium,8,high
3495,175579,2024-08-30 11:32:08,Interior Designer,AutoGPT,UI Design,6,medium,9.0,6.36669511675033,26.33,high,8,7,3.39,1,1,hallucination,10,high,1,paid,32,low
38503,61133,2023-08-16 03:32:54,Software Developer,GitHub Copilot,Presentation Creation,6,high,9.0,5.8129658165555504,31.87,high,8,5,8.27,1,0,none,7,high,0,free,12,high
3301,107159,2023-02-24 04:53:04,Nurse,Notion AI,Marketing Copy,1,low,6.5,4.277761169700323,22.22,medium,7,3,8.87,0,0,none,6,high,0,paid,37,high
17768,135419,2023-08-25 23:23:50,Military Officer,DALL-E,Blog Writing,5,low,8.5,6.762110371739675,17.38,high,7,6,3.76,0,0,none,5,low,1,free,34,low
14989,158611,2023-10-13 03:21:23,Lawyer,Runway AI,Email Drafting,2,low,7.0,5.06315814847489,19.37,medium,7,5,5.65,0,0,none,9,medium,0,free,54,medium
44989,30081,2024-03-11 22:00:58,Professor,ChatGPT,Data Analysis,4,low,8.0,6.5154137623482296,14.85,high,7,7,6.57,0,0,none,6,high,1,paid,8,high
16433,19587,2024-06-13 20:05:32,Researcher,Synthesia,Learning New Topic,4,low,8.0,5.0231302711645345,29.77,high,8,6,5.09,1,0,none,9,high,1,free,46,medium
37728,165869,2023-10-16 00:21:24,YouTuber,Grammarly AI,Resume Building,5,medium,8.5,6.970891371260935,15.29,high,8,8,8.71,1,0,none,8,medium,1,free,50,low
27745,91274,2023-07-14 22:06:58,Architect,Runway AI,Resume Building,5,medium,8.5,4.078775791686597,44.21,high,7,2,4.51,1,0,none,6,medium,0,paid,38,high
21673,135168,2023-10-29 03:39:26,Data Scientist,AutoGPT,Research Summary,6,low,9.0,3.3191390671758687,56.81,high,8,2,5.12,1,0,none,10,low,1,free,21,high
13377,109271,2023-02-05 19:11:51,HR Manager,Perplexity AI,Code Generation,3,low,7.5,6.7792358835924045,7.21,medium,6,7,3.4,1,0,none,7,medium,1,free,19,high
24483,64259,2023-03-13 14:25:27,Consultant,Midjourney,Code Debugging,4,high,8.0,3.970247533100454,40.3,high,8,4,6.86,0,0,none,5,low,0,free,23,medium
41177,53432,2023-01-04 13:33:17,Professor,Notion AI,Essay Writing,4,medium,8.0,3.2803885475739336,47.2,high,7,3,3.83,0,0,none,10,low,0,freemium,37,high
29301,92550,2024-07-18 20:37:45,Scientist,AutoGPT,Data Analysis,2,low,7.0,4.171911371607587,28.28,medium,7,3,5.13,0,1,hallucination,10,high,0,paid,40,high
33963,42235,2024-05-28 10:33:48,Electrical Engineer,Synthesia,Business Strategy,3,low,7.5,6.943230449479209,5.57,medium,6,7,6.64,0,0,none,10,high,1,freemium,25,medium
28467,29380,2023-06-12 03:38:41,Business Analyst,Replit Ghostwriter,Data Analysis,4,low,8.0,3.6678650841083935,43.32,high,7,3,3.59,0,1,incomplete,5,high,1,freemium,50,low
2374,184044,2023-11-14 16:36:19,Pharmacist,Pictory,Medical Notes,6,low,9.0,6.928723045551671,20.71,high,8,8,7.13,1,1,irrelevant,8,high,0,freemium,46,high
24479,135837,2023-06-23 20:40:02,Video Editor,Claude,Business Strategy,3,high,7.5,3.112633607545996,43.87,medium,8,4,7.01,1,0,none,7,high,1,free,21,high
842,185238,2023-02-05 14:48:49,Lawyer,ChatGPT,Blog Writing,5,medium,10.0,3.403079358911239,65.97,high,10,4,8.18,0,0,none,7,high,1,free,42,high
7166,157176,2024-09-21 22:41:16,Interior Designer,Cursor AI,Learning New Topic,3,medium,7.5,3.797704670943428,37.02,medium,7,4,4.05,0,0,none,8,low,0,paid,30,low
18745,68367,2023-07-06 07:37:08,Software Developer,Synthesia,UI Design,1,high,6.5,6.549063378058336,-0.49,medium,5,6,5.05,0,0,none,10,medium,1,free,53,low
29712,129620,2024-10-02 17:37:06,Video Editor,GitHub Copilot,Image Generation,1,high,6.5,6.728064106968995,-2.28,medium,7,7,6.94,0,0,none,9,medium,1,free,58,medium
46012,163693,2023-04-08 05:38:27,Pharmacist,Canva AI,Learning New Topic,4,high,8.0,6.440473138324728,15.6,high,7,5,6.48,0,1,irrelevant,9,low,1,free,48,high
13021,137454,2024-03-25 22:24:04,Nurse,Perplexity AI,Email Drafting,2,high,7.0,4.937693089709351,20.62,medium,7,5,4.14,0,0,none,8,high,1,paid,16,low
19933,17637,2024-04-23 21:42:16,Journalist,GitHub Copilot,Exam Preparation,4,medium,8.0,6.10038395887992,19.0,high,7,7,6.0,1,0,none,8,high,1,free,11,medium
33635,39389,2023-04-29 19:48:28,Business Analyst,Grammarly AI,Image Generation,4,high,8.0,4.961167538602009,30.39,high,8,6,6.65,0,1,irrelevant,9,low,0,free,36,high
46156,119355,2024-01-05 02:59:22,Entrepreneur,Midjourney,Research Summary,5,high,8.5,5.133995618350873,33.66,high,8,3,5.18,1,0,none,9,low,0,free,52,medium
49153,194535,2023-01-18 19:47:54,Graphic Designer,Gemini,Code Generation,6,high,9.0,6.691863092018128,23.08,high,9,5,8.81,0,1,irrelevant,7,low,0,paid,37,low
29431,25984,2023-09-08 05:25:40,Video Editor,Pictory,Research Summary,3,low,7.5,5.3644398304206975,21.36,medium,7,5,3.04,1,0,none,8,low,1,paid,49,low
28625,55288,2024-02-08 20:23:29,Civil Engineer,Gemini,Data Analysis,5,medium,8.5,3.0194574084971872,54.81,high,9,2,3.24,1,1,irrelevant,9,high,0,freemium,31,low
23612,96892,2024-09-12 08:25:05,Professor,AutoGPT,Medical Notes,4,low,8.0,5.898302552240363,21.02,high,7,6,3.38,0,0,none,6,low,1,freemium,47,medium
26722,1769,2024-08-28 05:20:55,Mechanical Engineer,Runway AI,Video Creation,5,low,8.5,3.2704215248880217,52.3,high,8,3,6.37,0,1,incomplete,6,medium,0,freemium,12,low
38098,123753,2023-11-09 07:10:25,Entrepreneur,DALL-E,UI Design,5,low,8.5,5.814452597673489,26.86,high,8,4,4.29,0,1,irrelevant,5,high,0,freemium,56,low
35086,172947,2024-09-29 15:32:18,Researcher,Synthesia,Email Drafting,1,medium,6.5,5.303494822701571,11.97,medium,5,6,3.21,1,0,none,7,low,1,freemium,41,medium
38508,39742,2024-04-21 23:23:05,Scientist,GitHub Copilot,Presentation Creation,5,low,8.5,3.5125561139874817,49.87,high,7,3,8.74,1,1,hallucination,7,low,1,paid,10,medium
33762,118327,2023-02-17 12:44:38,Electrical Engineer,Replit Ghostwriter,Resume Building,4,high,8.0,3.374369551659499,46.26,high,8,3,5.15,1,0,none,7,medium,1,paid,55,low
31883,120252,2023-02-03 03:53:58,Data Scientist,DALL-E,Data Analysis,5,high,8.5,5.148114765900747,33.52,high,9,5,7.04,1,0,none,6,low,0,free,15,high
13415,4119,2023-05-09 03:30:49,Civil Engineer,Cursor AI,UI Design,3,high,7.5,4.17724657454885,33.23,medium,7,4,7.45,1,1,hallucination,7,medium,1,freemium,18,medium
4302,36139,2024-02-08 06:08:48,Journalist,Grammarly AI,Image Generation,4,high,8.0,4.481416411997111,35.19,high,8,5,3.26,0,1,incomplete,10,medium,1,freemium,36,high
46784,146202,2023-10-14 17:44:05,Civil Engineer,Notion AI,Code Generation,5,high,8.5,6.831574725644595,16.68,high,9,7,4.04,0,0,none,8,medium,0,freemium,10,low
34568,50056,2024-03-16 11:55:27,Electrical Engineer,Replit Ghostwriter,Code Debugging,6,high,9.0,4.379383178756483,46.21,high,8,3,5.36,0,0,none,8,low,0,freemium,38,low
22323,67797,2024-12-09 19:47:54,Mechanical Engineer,Midjourney,UI Design,2,high,7.0,4.297837702760789,27.02,medium,6,3,6.59,0,0,none,7,low,1,paid,13,medium
5008,112851,2023-08-22 10:59:26,Business Analyst,Cursor AI,Data Analysis,4,high,8.0,5.71400032709478,22.86,high,7,5,4.75,1,0,none,8,high,0,freemium,60,high
35631,87581,2024-06-20 16:57:49,Software Developer,DALL-E,Video Creation,5,high,8.5,6.071504299735915,24.28,high,8,7,5.57,1,1,incomplete,9,low,0,paid,56,medium
8883,52270,2023-06-20 11:06:11,Data Scientist,Pictory,Business Strategy,6,high,9.0,3.989360149996496,50.11,high,9,4,8.16,0,0,none,6,medium,0,freemium,11,low
